date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
31/03/26,42,away,3449,3614,0:0,5,FS,played,0,0,0,31/03/26 | FS | club:3449 | opponent:3614 | 0:0 | played | 90',False,False,True,90.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
27/03/26,22,away,3449,3299,1:1,5,FS,played,0,0,0,27/03/26 | FS | club:3449 | opponent:3299 | 1:1 | played | 90',False,False,True,90.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
19/11/25,6,away,3449,3505,1:5,,FS,in squad,0,0,0,19/11/25 | FS | club:3449 | opponent:3505 | 1:5 | in squad,False,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
16/11/25,6,away,3449,6303,0:0,5,FS,played,0,0,1,16/11/25 | FS | club:3449 | opponent:6303 | 0:0 | played | 90',False,False,True,90.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
13/10/25,4,away,3449,3563,2:1,,FS,not in squad,0,0,0,13/10/25 | FS | club:3449 | opponent:3563 | 2:1 | not in squad,True,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
10/10/25,3,away,3449,15232,1:0,,FS,not in squad,0,0,0,10/10/25 | FS | club:3449 | opponent:15232 | 1:0 | not in squad,True,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
09/09/25,18,away,3449,3700,0:0,,WMQ4,injured,0,0,0,09/09/25 | WMQ4 | club:3449 | opponent:3700 | 0:0 | injured,True,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
04/09/25,17,home,3449,3584,3:0,5,WMQ4,played,0,1,0,04/09/25 | WMQ4 | club:3449 | opponent:3584 | 3:0 | played | 90',False,False,True,90.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
10/06/25,16,home,3449,3504,2:0,5,WMQ4,played,0,0,0,10/06/25 | WMQ4 | club:3449 | opponent:3504 | 2:0 | played | 4',False,False,True,4.0,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
05/06/25,15,away,3449,3581,0:2,5,WMQ4,played,0,0,0,05/06/25 | WMQ4 | club:3449 | opponent:3581 | 0:2 | played | 61',False,False,True,61.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
25/03/25,14,away,3449,5233,0:0,5,WMQ4,played,0,0,0,25/03/25 | WMQ4 | club:3449 | opponent:5233 | 0:0 | played | 62',False,False,True,62.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
21/03/25,13,home,3449,3437,0:1,,WMQ4,in squad,0,0,0,21/03/25 | WMQ4 | club:3449 | opponent:3437 | 0:1 | in squad,False,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
20/11/24,12,away,3449,3439,1:1,5,WMQ4,played,0,0,1,20/11/24 | WMQ4 | club:3449 | opponent:3439 | 1:1 | played | 90',False,False,True,90.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
16/11/24,11,home,3449,3816,3:2,4,WMQ4,played,0,0,0,16/11/24 | WMQ4 | club:3449 | opponent:3816 | 3:2 | played | 11',False,False,True,11.0,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
15/10/24,10,home,3449,5750,0:0,,WMQ4,in squad,0,0,0,15/10/24 | WMQ4 | club:3449 | opponent:5750 | 0:0 | in squad,False,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
12/10/24,9,away,3449,3584,0:1,3,WMQ4,played,0,0,0,12/10/24 | WMQ4 | club:3449 | opponent:3584 | 0:1 | played | 90',False,False,True,90.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
10/09/24,8,away,3449,3504,0:0,5,WMQ4,played,0,0,0,10/09/24 | WMQ4 | club:3449 | opponent:3504 | 0:0 | played | 90',False,False,True,90.0,True,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
06/09/24,7,home,3449,3581,0:0,,WMQ4,not in squad,0,0,0,06/09/24 | WMQ4 | club:3449 | opponent:3581 | 0:0 | not in squad,True,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
01/09/24,4,away,3449,13342,1:1,,FS,not in squad,0,0,0,01/09/24 | FS | club:3449 | opponent:13342 | 1:1 | not in squad,True,False,False,,False,guillermo_varela__uru,Guillermo Varela,URU,DEF,188862,https://www.transfermarkt.de/guillermo-varela/nationalmannschaft/spieler/188862/verein_id/3449
