date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
04/06/26,10,away,3589,13951,1:0,10,FS,played,0,0,0,04/06/26 | FS | club:3589 | opponent:13951 | 1:0 | played | 63',False,False,True,63.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
31/05/26,42,away,3589,7149,5:0,,FS,played,1,0,0,31/05/26 | FS | club:3589 | opponent:7149 | 5:0 | played | 29',False,False,True,29.0,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
31/03/26,46,away,3589,3383,0:1,,FS,played,0,0,0,31/03/26 | FS | club:3589 | opponent:3383 | 0:1 | played | 27',False,False,True,27.0,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
28/03/26,42,away,3589,3591,0:4,10,FS,played,0,0,0,28/03/26 | FS | club:3589 | opponent:3591 | 0:4 | played | 58',False,False,True,58.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
18/11/25,6,away,3589,3441,1:0,,FS,played,0,0,0,18/11/25 | FS | club:3589 | opponent:3441 | 1:0 | played | 28',False,False,True,28.0,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
14/11/25,5,home,3589,5233,2:0,11,FS,played,0,0,0,14/11/25 | FS | club:3589 | opponent:5233 | 2:0 | played | 76',False,False,True,76.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
14/10/25,3,home,3589,3581,2:0,,FS,in squad,0,0,0,14/10/25 | FS | club:3589 | opponent:3581 | 2:0 | in squad,False,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
10/10/25,45,home,3589,3439,0:5,,FS,in squad,0,0,0,10/10/25 | FS | club:3589 | opponent:3439 | 0:5 | in squad,False,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
10/09/25,2,away,3589,6303,2:2,,FS,not in squad,0,0,0,10/09/25 | FS | club:3589 | opponent:6303 | 2:2 | not in squad,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
06/09/25,1,away,3589,3505,2:0,,FS,not in squad,0,0,0,06/09/25 | FS | club:3589 | opponent:3505 | 2:0 | not in squad,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
15/07/25,7,home,3589,3435,0:1,,EAFC,not in squad,0,0,0,15/07/25 | EAFC | club:3589 | opponent:3435 | 0:1 | not in squad,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
11/07/25,6,neutral,3589,15977,2:0,,EAFC,not in squad,0,0,0,11/07/25 | EAFC | club:3589 | opponent:15977 | 2:0 | not in squad,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
07/07/25,5,home,3589,5598,3:0,,EAFC,not in squad,0,0,0,07/07/25 | EAFC | club:3589 | opponent:5598 | 3:0 | not in squad,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
10/06/25,18,home,3589,3432,4:0,,WMQ1,played,0,0,0,10/06/25 | WMQ1 | club:3589 | opponent:3432 | 4:0 | played | 7',False,False,True,7.0,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
05/06/25,17,away,3589,3560,2:0,11,WMQ1,played,0,0,0,05/06/25 | WMQ1 | club:3589 | opponent:3560 | 2:0 | played | 61',False,False,True,61.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
25/03/25,16,home,3589,15737,1:1,11,WMQ1,played,0,0,0,25/03/25 | WMQ1 | club:3589 | opponent:15737 | 1:1 | played | 68',False,False,True,68.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
20/03/25,15,home,3589,14165,1:1,12,WMQ1,played,1,0,0,20/03/25 | WMQ1 | club:3589 | opponent:14165 | 1:1 | played | 63',False,False,True,63.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
19/11/24,14,away,3589,17758,1:1,,WMQ1,injured,0,0,0,19/11/24 | WMQ1 | club:3589 | opponent:17758 | 1:1 | injured,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
14/11/24,13,away,3589,3432,3:1,,WMQ1,injured,0,0,0,14/11/24 | WMQ1 | club:3589 | opponent:3432 | 3:1 | injured,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
15/10/24,12,home,3589,3560,3:2,,WMQ1,injured,0,0,0,15/10/24 | WMQ1 | club:3589 | opponent:3560 | 3:2 | injured,True,False,False,,False,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
10/10/24,11,away,3589,15737,2:0,11,WMQ1,played,0,0,0,10/10/24 | WMQ1 | club:3589 | opponent:15737 | 2:0 | played | 23',False,False,True,23.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
10/09/24,10,away,3589,14165,3:1,11,WMQ1,played,1,0,0,10/09/24 | WMQ1 | club:3589 | opponent:14165 | 3:1 | played | 89',False,False,True,89.0,True,hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,292246,https://www.transfermarkt.de/hee-chan-hwang/nationalmannschaft/spieler/292246/verein_id/3589
